Sales,Ad_Spend,Email_Campaigns,Website_Traffic,Avg_Rating,Discount_Pct,Competitor_Price_Index,Inventory_Level,Social_Media_Engagement,Season,Product_Type,Category_ID,Month
507.32,32.26,9,255.47,4.26,16.07,108.73,1262,61.67,Spring,Electronics,18,5
360.62,22.09,5,149.19,4.3,9.83,101.02,620,27.33,Summer,Electronics,18,6
287.63,9.66,7,150.66,4.07,8.54,114.32,1766,47.68,Summer,Electronics,18,7
295.88,15.92,8,81.17,4.24,11.53,114.03,662,81.11,Summer,Electronics,18,8
427.16,76.73,6,89.66,4.48,19.19,98.05,861,43.93,Fall,Electronics,18,9
678.54,32.27,11,388.04,4.07,15.34,104.03,405,52.99,Fall,Electronics,18,10
424.06,20.02,5,255.64,3.32,3.08,86.27,1276,77.25,Fall,Electronics,18,11
412.81,48.88,10,75.53,4.14,1.86,113.35,434,59.75,Winter,Electronics,18,12
669.1,97.43,12,270.8,4.87,12.41,97.52,1495,53.56,Winter,Electronics,18,13
377.33,25.46,7,142.38,4.17,7.71,125.19,1070,62.18,Spring,Electronics,18,14
283.74,43.74,7,113.2,4.52,27.96,89.25,1996,29.8,Spring,Electronics,18,15
525.92,17.7,10,301.26,4.63,15.86,107.31,1369,79.03,Spring,Electronics,18,16
346.29,47.22,8,101.61,4.57,16.41,88.01,979,53.22,Summer,Electronics,18,17
223.21,21.81,8,46.41,4.37,14.37,110.17,932,69.28,Summer,Electronics,18,18
375.11,47.14,7,101.5,4.87,16.19,121.21,963,40.16,Winter,Electronics,19,1
374.12,19.91,11,134.5,3.11,3.92,77.67,950,53.47,Winter,Electronics,19,2
550.07,81.72,11,201.16,4.21,8.24,103.38,559,20.83,Spring,Electronics,19,3
352.62,47.87,11,91.58,3.66,1.53,90.51,1147,60.84,Spring,Electronics,19,4
404.92,25.23,10,165.34,4.34,3.2,114.29,1447,45.43,Spring,Electronics,19,5
239.02,32.98,7,37.52,3.64,12.68,103.15,654,37.54,Summer,Electronics,19,6
356.44,6.63,7,216.94,3.43,5.06,108.1,785,27.51,Summer,Electronics,19,7
397.61,15.68,4,196.78,4.54,10.61,102.86,726,65.57,Summer,Electronics,19,8
541.69,21.07,9,300.35,4.48,9.59,114.45,1555,78.1,Fall,Electronics,19,9
249.69,10.01,4,92.55,4.01,7.46,116.69,673,36.06,Fall,Electronics,19,10
565.82,97.88,4,167.84,3.17,5.63,111.93,846,25.48,Fall,Electronics,19,11
743.21,10.24,11,475.06,4.53,14.28,75.75,703,36.96,Winter,Electronics,19,12
331.9,49.52,4,68.69,4.38,3.28,100.3,928,83.33,Winter,Electronics,19,13
349.26,30.95,7,140.5,4.11,5.83,105.52,1282,71.19,Spring,Electronics,19,14
403.81,42.38,4,128.81,4.31,20.72,106.41,800,58.02,Spring,Electronics,19,15
487.66,23.85,9,274.33,4.02,11.98,119.67,1934,73.94,Spring,Electronics,19,16
329.3,23.93,6,142.68,4.31,8.35,112.96,702,35.06,Summer,Electronics,19,17
268.01,28.12,12,73.98,4.66,18.16,111.55,1179,75.06,Summer,Electronics,19,18
226.96,18.29,6,74.08,4.51,14.88,113.08,741,24.56,Winter,Fashion,20,1
918.01,39.83,10,578.77,3.84,7.55,77.57,596,56.38,Winter,Fashion,20,2
361.54,24.73,7,153.5,4.78,26.26,101.09,1232,76.9,Spring,Fashion,20,3
340.17,8.03,6,231.18,4.27,12.84,124.04,1493,61.55,Spring,Fashion,20,4
387.2,48.86,5,186.05,4.45,23.41,111.1,923,50.14,Spring,Fashion,20,5
336.48,26.02,10,167.42,3.7,14.91,92.17,408,28.75,Summer,Fashion,20,6
459.16,15.87,15,268.78,4.67,8.29,136.34,606,9.18,Summer,Fashion,20,7
338.8,51.41,8,115.8,3.66,27.22,106.31,1102,32.89,Summer,Fashion,20,8
437.11,86.27,9,130.84,4.56,14.31,106.63,829,53.43,Fall,Fashion,20,9
417.24,42.62,14,212.53,3.94,13.14,99.79,1144,78.33,Fall,Fashion,20,10
355.65,53.8,11,121.02,4.08,12.24,109.94,1317,65.02,Fall,Fashion,20,11
393.68,71.31,9,102.85,3.8,8.34,108.11,949,51.66,Winter,Fashion,20,12
364.21,12.86,6,195.35,4.39,24.59,113.61,1128,67.72,Winter,Fashion,20,13
290.43,36.25,8,104.72,4.47,9.57,79.18,1125,50.32,Spring,Fashion,20,14
176.8,39.85,5,83.29,4.24,18.26,95.12,1353,20.37,Spring,Fashion,20,15
142.05,15.84,8,54.57,4.66,17.24,94.82,1766,52.27,Spring,Fashion,20,16
421.46,78.34,7,121.21,4.47,10.7,98.1,441,67.4,Summer,Fashion,20,17
511.83,28.37,8,302.75,4.94,3.16,96.05,842,64.74,Summer,Fashion,20,18
475.09,25.44,4,243.25,4.42,8.69,87.16,1262,20.19,Winter,Electronics,21,1
740.2,42.37,4,387.03,4.6,4.33,80.78,1354,65.31,Winter,Electronics,21,2
217.64,19.12,7,68.32,3.7,18.54,94,969,22.19,Spring,Electronics,21,3
347.64,22.97,9,186.22,3.39,14.54,90.52,1868,66.58,Spring,Electronics,21,4
462.3,19.7,7,296.2,4.61,23.32,97.69,1374,32.4,Spring,Electronics,21,5
318.85,15.04,11,173.44,4.63,12.88,100.98,828,76.34,Summer,Electronics,21,6
337.74,23.73,6,176.38,4.91,8.78,86.11,1463,32.98,Summer,Electronics,21,7
434.33,47.71,6,210.41,4.56,4.33,99.99,1161,48.76,Summer,Electronics,21,8
345.94,29.9,9,100.57,4.75,16.09,86.6,700,23.29,Fall,Electronics,21,9
506,80.84,13,113.76,4.75,7.61,112.13,762,51.51,Fall,Electronics,21,10
317.04,5.28,16,140,3.74,25,92.72,857,38.68,Fall,Electronics,21,11
661.1,146.36,5,157.25,4.94,13.65,89.09,1039,39.95,Winter,Electronics,21,12
406.89,48.3,10,127.71,3.23,11.92,101.32,1218,16.49,Winter,Electronics,21,13
596.51,15.75,8,322.6,4.19,10.86,115.77,622,48.83,Spring,Electronics,21,14
493.28,75.32,8,152.45,3.58,10.73,104.58,589,61.53,Spring,Electronics,21,15
494.1,6.2,6,301.61,4.62,6.53,109.31,1545,67.39,Spring,Electronics,21,16
565.55,45.29,8,298.08,4.45,11.77,107.84,743,27.24,Summer,Electronics,21,17
373.01,22.41,8,213.24,4.2,13.6,112.62,1983,5.38,Summer,Electronics,21,18
434.75,23.37,12,242.18,4.72,11.83,89.57,808,61.82,Winter,Electronics,22,1
395.61,30.19,13,165.87,2.98,11.22,107.96,509,48.16,Winter,Electronics,22,2
432.79,32.88,11,231.68,4.7,14.42,105.06,1840,26.03,Spring,Electronics,22,3
252.3,9.76,10,93.65,4.73,7.03,94.03,1265,46.09,Spring,Electronics,22,4
431.83,57.78,11,192,2.72,2.52,79.07,1028,72.62,Spring,Electronics,22,5
268.02,23.85,8,101.76,4.28,2.9,100.93,959,45.72,Summer,Electronics,22,6
211.32,16.95,9,71.66,4.77,20.39,75.95,1520,47.65,Summer,Electronics,22,7
358.76,69.68,16,53.91,4.42,4.73,130.16,608,23.06,Summer,Electronics,22,8
316.26,21.18,9,107.07,4.72,11.07,95.6,432,40.37,Fall,Electronics,22,9
431.5,35.3,3,226.68,4.28,1.08,120.08,2359,55.67,Fall,Electronics,22,10
459.37,29.07,10,192.17,4.5,4.25,104.6,250,23.88,Fall,Electronics,22,11
451.95,17.56,9,204.03,4.59,4.35,101.2,712,31.96,Winter,Electronics,22,12
327.08,35.9,7,83.77,4.53,10.92,115.57,973,54.43,Winter,Electronics,22,13
596.81,18.92,7,359.75,4.35,6.08,101,986,76.27,Spring,Electronics,22,14
626.97,17.39,13,393.39,4.64,21.03,77.4,720,27.45,Spring,Electronics,22,15
219.58,8.74,7,82.92,3.64,11.55,109.71,733,42.81,Spring,Electronics,22,16
472.69,19.47,9,251.96,4.14,20.12,97.84,384,56.17,Summer,Electronics,22,17
455.14,42.87,9,223.49,3.33,23.78,100.86,884,80.4,Summer,Electronics,22,18
335.09,13.92,11,195.16,4,14.07,89.07,1163,40.34,Winter,Electronics,23,1
844.77,48.27,7,511.85,3.91,25.23,135.73,1803,53.08,Winter,Electronics,23,2
407.09,10.36,12,211.03,3.95,4.51,82.03,916,45.82,Spring,Electronics,23,3
499.98,58.16,3,221.4,4.6,8.14,65.72,1068,58.64,Spring,Electronics,23,4
240.08,6.22,13,85.46,4.25,3.22,105.59,1190,4.32,Spring,Electronics,23,5
420.23,17.48,8,183.1,4.49,26.29,88.87,690,42.66,Summer,Electronics,23,6
523.56,29.63,8,349.04,3.59,1.79,103.84,1443,43.97,Summer,Electronics,23,7
383.65,30.06,8,162.54,4.67,18.44,95.62,799,53.12,Summer,Electronics,23,8
386.04,14.64,8,182.5,4.41,18.23,89.52,779,48.79,Fall,Electronics,23,9
452.25,5.6,6,217.5,4.77,4.93,111.37,329,38.12,Fall,Electronics,23,10
462.52,21.79,11,220.93,3.81,19.69,139.24,597,31.97,Fall,Electronics,23,11
488.19,57.13,7,197.93,3.54,7.95,91.04,1009,22.97,Winter,Electronics,23,12
344.41,17.58,4,115.19,3.92,22.87,101.92,348,27.99,Winter,Electronics,23,13
523.41,54.08,8,210.17,4.22,7.69,79.31,911,63.89,Spring,Electronics,23,14
328.79,23.85,7,135.34,4.06,7.55,119.43,1078,14.03,Spring,Electronics,23,15
672.62,28.54,8,391.49,4.55,4.88,97.37,625,68.15,Spring,Electronics,23,16
474.75,61.41,5,150.36,4.91,3.55,126.03,808,25.84,Summer,Electronics,23,17
558.15,6.41,4,330.22,4.78,2.93,106.35,561,28.55,Summer,Electronics,23,18
437.43,92.59,8,100.04,4.1,5.38,109.43,1085,37.71,Winter,Fashion,24,1
695.47,51.78,8,390.68,4.8,2.46,104.44,808,81.84,Winter,Fashion,24,2
376.83,49.7,7,170.89,4.49,14.98,78.2,1147,39.64,Spring,Fashion,24,3
370.41,33.68,8,202.31,4.5,7.65,112.24,1641,53.59,Spring,Fashion,24,4
538.35,37.26,10,299.27,4.6,4.83,95.16,1113,16.32,Spring,Fashion,24,5
308.53,55.11,10,98.94,4.55,13.89,99.2,773,36,Summer,Fashion,24,6
200.35,8.56,10,122.03,4.46,23.85,72.47,1139,46.43,Summer,Fashion,24,7
213.46,12.56,6,87.23,3.71,6.3,80.39,391,73.65,Summer,Fashion,24,8
259.49,27.2,6,118,3.65,8.02,98.16,457,60.56,Fall,Fashion,24,9
626.98,19.08,11,476.51,3.12,21.55,109.05,1116,47.66,Fall,Fashion,24,10
381.24,36.21,12,147.71,4.27,11.96,97.2,1029,92.35,Fall,Fashion,24,11
597.6,112.06,8,202.42,3.29,7.49,93.29,1264,74.06,Winter,Fashion,24,12
439.43,80.12,12,91.53,3.37,8.25,115.06,174,69.47,Winter,Fashion,24,13
381.74,32.8,8,185.92,4.21,6.06,97.76,1772,75.42,Spring,Fashion,24,14
452.42,19.69,6,254.05,3.7,7.29,99.53,473,67.78,Spring,Fashion,24,15
270.93,15.71,12,113.92,4.54,6.07,86.89,988,57.49,Spring,Fashion,24,16
332.15,46.83,6,132.5,3.74,9.75,111.28,529,71.28,Summer,Fashion,24,17
206.54,20.35,10,86.55,3.86,13.19,86.79,1001,39.83,Summer,Fashion,24,18
430.79,18.43,3,250.49,4.47,18.05,99.76,652,58.09,Winter,Home,25,1
503.66,69.33,6,213.05,3.29,4.76,84.78,1369,36.47,Winter,Home,25,2
249.25,15.27,9,79.96,3.78,14.4,102.98,458,88.18,Spring,Home,25,3
212.5,44.2,10,48.51,4.25,13.78,124.76,1921,71.09,Spring,Home,25,4
300.16,36.73,4,117.69,2.93,21.08,100.17,1268,67.96,Spring,Home,25,5
298.66,49.8,8,127.48,4.52,15.15,97.32,2017,47.66,Summer,Home,25,6
207.12,5.56,9,89.35,4,10.92,99.59,1158,46.64,Summer,Home,25,7
387.68,46.73,15,125.55,4.95,1.86,106.82,501,48,Summer,Home,25,8
262.28,21.72,8,101.41,3.98,11.75,92.38,790,64.54,Fall,Home,25,9
345.08,23.11,8,187.66,3.21,8.71,101.86,532,58.99,Fall,Home,25,10
205.45,11.07,9,58.99,4.83,3.19,126.35,664,60.07,Fall,Home,25,11
405.42,28.14,2,207.44,4.46,18.51,120.84,807,30.96,Winter,Home,25,12
453.3,39.42,4,170.05,4.63,10.49,113.72,937,52.3,Winter,Home,25,13
510.03,72.51,9,222.53,4.46,8.74,85.98,1318,64.84,Spring,Home,25,14
499.39,45.42,8,263.7,4.52,10.06,115.49,883,51.41,Spring,Home,25,15
217.55,20.98,7,72.61,3.71,16.04,92.9,748,62.45,Spring,Home,25,16
360.73,16.51,9,199.1,4.86,13.76,83.37,905,81.79,Summer,Home,25,17
143.91,32.91,8,64.37,4.18,7.19,61.19,1708,73.52,Summer,Home,25,18
253.39,37.26,3,94.96,4.58,1.94,105.84,1389,33.44,Winter,Home,26,1
441.91,60.67,10,212.14,3,7.07,90.92,1003,7.47,Winter,Home,26,2
715.71,99.76,8,312.54,3.59,12.58,76.48,1114,19.43,Spring,Home,26,3
440.62,44.1,8,171.88,3.82,5.09,141.05,271,38.82,Spring,Home,26,4
545.63,17.31,10,342.77,4.03,0.66,76.37,485,65.01,Spring,Home,26,5
527.12,11.16,8,318.56,4.26,21.64,86.84,422,47.53,Summer,Home,26,6
291.14,14.29,16,101.5,4.69,13.1,85.74,486,46.32,Summer,Home,26,7
454.49,73.23,8,180.64,3.84,4.72,80.43,1018,48.8,Summer,Home,26,8
296.4,14.51,9,140.96,4.9,19.55,68.25,997,47.32,Fall,Home,26,9
246.28,25.18,7,92.35,3.9,11.82,104.81,403,58.79,Fall,Home,26,10
410.38,39.8,11,183.46,3.92,29.48,122.95,875,81.2,Fall,Home,26,11
432.87,14.03,9,234.49,3.73,5.45,118.82,931,55.13,Winter,Home,26,12
503.26,64.75,6,204.35,4.25,9.03,96.9,624,77.49,Winter,Home,26,13
581.95,31.49,7,288.7,4.38,13.64,92.58,233,63.16,Spring,Home,26,14
619.64,54.75,10,316.57,4.79,1.98,86.31,1152,50.74,Spring,Home,26,15
256.09,14.58,6,132.89,4.26,2.72,109.12,850,8.87,Spring,Home,26,16
286.05,60.85,9,39.89,3.96,5.71,82.26,921,18.23,Summer,Home,26,17
423.52,29.75,12,185.52,3.52,3.03,87.35,727,36.95,Summer,Home,26,18
377.85,59.97,10,153.01,3.79,7.32,96.02,2070,30.41,Winter,Home,27,1
642.26,66.69,10,297.68,4.32,7.34,87.36,263,46.13,Winter,Home,27,2
336.68,53,7,96.81,4.43,8.64,78.73,998,64.74,Spring,Home,27,3
213.82,7.63,6,113.43,3.62,5.1,88.07,1139,57.14,Spring,Home,27,4
377.49,85,10,76.56,4.27,6.55,118.89,956,33.32,Spring,Home,27,5
435.61,27.8,10,215.09,4.94,11.3,96.17,1080,87.99,Summer,Home,27,6
491.49,91.68,4,117.48,4.58,14.82,105.28,601,18.19,Summer,Home,27,7
709.84,47.27,4,436.31,4.87,28.91,93.84,1591,34.97,Summer,Home,27,8
502.32,25.45,10,284.82,4.58,10.25,102.15,1510,30.38,Fall,Home,27,9
302.41,12.45,11,155.47,3.93,6.54,98,1280,74.34,Fall,Home,27,10
352.76,14.9,7,158.47,4.04,23.49,99.91,696,50.65,Fall,Home,27,11
201.95,16.88,6,62.72,4.23,8.9,128.36,1687,43.44,Winter,Home,27,12
369.77,20,5,197.41,3.97,15,107.93,927,73.87,Winter,Home,27,13
346.58,18.14,11,160.06,4.28,23.95,83.86,406,16.73,Spring,Home,27,14
420.19,45.99,11,153.31,4.35,17.54,100.59,705,19.69,Spring,Home,27,15
253.62,49.03,13,54.23,4.29,6.45,79.95,982,87.69,Spring,Home,27,16
353.38,53.29,9,189.76,4.03,10.69,80.79,2434,35.82,Summer,Home,27,17
375.22,83.36,10,87.73,4.92,1.11,99.89,1916,49.56,Summer,Home,27,18
384.12,47.91,9,148.82,4.01,15.23,107.79,724,18.93,Winter,Home,28,1
568.83,12.92,7,320.6,3.68,3.71,124.19,277,44.56,Winter,Home,28,2
481.41,28.38,12,235.78,4.13,18.81,98.86,434,65.3,Spring,Home,28,3
325.37,57.03,10,100.1,3.04,8.57,97.24,668,59.76,Spring,Home,28,4
231.15,22.84,9,99.14,4.72,4.96,117.17,1047,48.54,Spring,Home,28,5
362.73,31.44,11,150.37,4.26,6.55,91.4,1152,72.75,Summer,Home,28,6
316.78,74.53,10,57.15,4.52,9.75,109.89,848,28.38,Summer,Home,28,7
336.18,10.08,8,155.14,3.65,21.14,95.32,332,62.65,Summer,Home,28,8
267.13,22.73,11,119.63,4.63,7.91,91.02,1676,54.35,Fall,Home,28,9
249.14,19.76,7,91.69,4.35,8.57,91.75,1769,77.91,Fall,Home,28,10
288.31,17.68,5,151.9,4.6,13.64,117.5,1166,36.73,Fall,Home,28,11
484.03,50.55,5,193.88,4.05,11.13,86.44,1308,69.81,Winter,Home,28,12
328.47,14.21,5,137.63,4.82,8.53,144.01,829,59.59,Winter,Home,28,13
287.53,25.43,7,125.33,4.77,4.73,69.97,900,80.2,Spring,Home,28,14
544.73,30.11,6,306.49,4.26,8.1,90.39,1012,19.85,Spring,Home,28,15
194.38,7.57,4,84.35,3.27,1.52,80.47,829,73.58,Spring,Home,28,16
326.47,14.45,7,174.9,3.31,2.53,115.39,1236,15.77,Summer,Home,28,17
335.81,34.32,6,147.08,4.49,6.52,116.03,942,43.02,Summer,Home,28,18
370.46,30.62,8,203.57,4.59,6.95,99.33,1647,40.46,Winter,Home,29,1
577.5,88.76,7,171.45,3.98,15.87,112.38,421,38.98,Winter,Home,29,2
277.74,30.32,3,98.3,4.21,11.01,88.45,973,46.6,Spring,Home,29,3
281.03,17.69,12,91.92,4.27,16.01,97.22,932,68.14,Spring,Home,29,4
642.56,38.64,15,332.51,4.23,23.97,107.7,740,83.53,Spring,Home,29,5
245.88,43.11,13,94.49,3.85,15.11,85.72,1458,22.46,Summer,Home,29,6
348.42,27.92,8,121.43,3.98,14.19,92.49,419,60.52,Summer,Home,29,7
269.88,24.93,10,90.12,4.29,1.42,102.44,1284,24.52,Summer,Home,29,8
207.32,14.65,5,110.01,3.26,11.34,98.12,1207,36.82,Fall,Home,29,9
383.18,16.57,13,214.51,3.7,0.49,116.39,1190,75.19,Fall,Home,29,10
378.03,53.75,8,160.66,3.62,17.58,115.14,1177,40.93,Fall,Home,29,11
327.5,24.02,7,149.63,4.36,8,99.1,1111,71.9,Winter,Home,29,12
380.47,25.87,12,180.23,4.51,20.56,94.42,1874,44.18,Winter,Home,29,13
418.85,19.72,6,182.35,4.74,17.77,108.6,660,29.1,Spring,Home,29,14
338.47,9.1,9,219.41,4.19,3.13,106.88,1593,63.07,Spring,Home,29,15
365.07,25.92,8,150.23,3.89,6.6,115.49,645,95.83,Spring,Home,29,16
382.5,73.85,6,110.72,4.71,3.96,98.44,904,48.79,Summer,Home,29,17
427.51,48.61,6,146.26,4.58,18.78,81.97,341,66.82,Summer,Home,29,18
359.65,11,12,181.28,4.97,13.45,105.1,1100,63.5,Winter,Home,30,1
448.18,48.68,13,157.33,3.55,20.83,120.25,790,22.58,Winter,Home,30,2
256.44,23.57,5,53.54,4.29,7.33,95.05,696,18.45,Spring,Home,30,3
301.14,40.8,11,132.94,4.29,1.81,108.05,661,17.44,Spring,Home,30,4
283.98,12.29,5,93.61,4.13,6.25,71.36,595,48.96,Spring,Home,30,5
289.9,17.28,11,124.96,3.89,15.3,91.82,564,44.3,Summer,Home,30,6
601.51,56.02,7,319.57,4.56,6.72,111.08,895,13.1,Summer,Home,30,7
295.62,37.94,9,87.01,3.79,5.93,116.07,442,76.49,Summer,Home,30,8
560.83,24.39,6,354.95,3.8,9.23,110.04,608,59.92,Fall,Home,30,9
393.8,47.72,10,197.72,4.05,16.84,86.57,1267,47.39,Fall,Home,30,10
222.89,20.69,6,98.82,3.25,22.57,103.35,1315,41.14,Fall,Home,30,11
246.11,28.8,8,68.28,4.51,3.83,89.79,474,22.63,Winter,Home,30,12
521.31,23.92,4,259.58,4.14,3.7,121.9,268,47.94,Winter,Home,30,13
587.68,9.38,3,379.6,4.14,4.61,82.32,569,66.05,Spring,Home,30,14
454.96,46.76,10,212.08,4.14,10.13,101.76,645,77.28,Spring,Home,30,15
356.49,13.93,8,218.83,4.33,9.1,104.93,1385,67.14,Spring,Home,30,16
435.06,89.42,10,129.7,3.53,18.85,99.19,1670,45.31,Summer,Home,30,17
227.74,20.54,9,43.55,4.63,18.83,103.01,923,25.04,Summer,Home,30,18
276.62,39.98,8,69.18,3.99,15.92,89.43,680,35.77,Winter,Home,31,1
371.81,18.23,7,236.71,4.11,6.88,96.14,1009,59.7,Winter,Home,31,2
399.49,47.05,4,99.91,4.85,6.47,95.84,422,92.98,Spring,Home,31,3
382.14,17.61,10,228.15,4.47,5.76,105.75,1193,56.07,Spring,Home,31,4
385.39,9.7,10,219.9,4.84,9.22,91.94,1340,64.58,Spring,Home,31,5
303.93,21.55,9,152.26,4.85,1.13,97.56,1225,30.79,Summer,Home,31,6
331.55,49.83,6,110.91,3.2,6.52,105.55,422,63.92,Summer,Home,31,7
301.86,33.1,9,193.02,3.69,8.2,79.8,1643,63.08,Summer,Home,31,8
228.76,24.31,8,77.31,4.62,7.97,115.47,1137,57.15,Fall,Home,31,9
322.99,47.44,7,86.05,4.34,17.92,96.54,525,62.7,Fall,Home,31,10
441.41,26.97,7,243.29,4.68,15.87,110.87,954,42.84,Fall,Home,31,11
286.75,20.68,10,140.87,3.77,8.7,114.91,861,58.43,Winter,Home,31,12
284.33,16.05,10,102.69,4.19,11.28,116.68,877,57.62,Winter,Home,31,13
179.19,13.38,6,131.38,3.03,15.18,75.34,1694,17.43,Spring,Home,31,14
394.08,23.29,10,187.46,4.14,9.89,130.1,796,31.73,Spring,Home,31,15
293.01,18.55,5,111.83,3.99,11.87,115.57,986,82.54,Spring,Home,31,16
190.82,13.02,9,86.15,2.33,11.91,110.86,1293,85.87,Summer,Home,31,17
413.19,47.35,12,180.82,4.71,1.77,111.39,1050,21.5,Summer,Home,31,18
514.8,35.97,9,254.7,3.99,16.33,92.54,965,57.54,Winter,Electronics,32,1
704.08,56.36,3,370.92,4.41,15.36,85.92,930,46.63,Winter,Electronics,32,2
335.99,48.65,5,96.76,4.22,2.37,108.88,1033,44.81,Spring,Electronics,32,3
474.17,18.35,11,211.56,4.57,5.24,101.52,898,32.8,Spring,Electronics,32,4
275.53,22.4,8,112.84,4.29,5.63,97.5,1220,53,Spring,Electronics,32,5
335.67,23.14,7,166.04,3.6,7.07,85.27,506,68.6,Summer,Electronics,32,6
340.21,12.83,3,175.75,4.53,8.34,127.35,1174,47.23,Summer,Electronics,32,7
275.92,25.68,13,103.42,3.66,12.33,131.62,1431,44.4,Summer,Electronics,32,8
336.39,15.07,13,131.65,3.72,24.72,116.52,780,36.36,Fall,Electronics,32,9
232.69,13.36,13,49.82,4.68,16.64,123.73,572,71.99,Fall,Electronics,32,10
466.61,59.53,6,200.87,3.84,3.37,108.9,1465,57.02,Fall,Electronics,32,11
355.25,45.22,12,101.09,4.46,5.66,84.07,1495,46.32,Winter,Electronics,32,12
389.55,25.61,8,140.29,4.72,2.83,78,696,89.65,Winter,Electronics,32,13
426.27,52.31,6,94.01,3.22,8.11,116.7,622,58.13,Spring,Electronics,32,14
274.97,24.16,6,117.85,4.4,17.95,74.83,627,30.16,Spring,Electronics,32,15
432.15,13.4,7,182.24,4.27,17.25,96.89,596,42.22,Spring,Electronics,32,16
259.07,12.87,9,147.74,4.36,5.96,107.22,1833,67.1,Summer,Electronics,32,17
652.67,34.93,11,337.88,3.62,8.43,117.75,599,86.07,Summer,Electronics,32,18
390.41,43.21,9,101.24,4.73,10.34,112.01,460,28.52,Winter,Electronics,33,1
401.66,61.28,5,144.28,3.51,6.05,68.97,490,14.83,Winter,Electronics,33,2
659.25,34.34,11,327.06,4.41,5.17,114.89,425,55,Spring,Electronics,33,3
363.3,44.04,11,165.24,4.52,5.54,98.89,1769,37.73,Spring,Electronics,33,4
219.24,27.61,9,59.78,3.99,13.58,97.41,952,45,Spring,Electronics,33,5
234.92,10.3,9,139.43,4.51,10.31,85.43,1550,73.24,Summer,Electronics,33,6
438.81,61.76,8,174.63,4.81,9.45,87.01,839,48.93,Summer,Electronics,33,7
423.06,98.65,10,66.12,3.4,8.92,115.31,676,71.93,Summer,Electronics,33,8
321.38,23.9,7,126.67,3.66,6.06,91.65,952,30.46,Fall,Electronics,33,9
361.53,27.14,6,119.07,4.82,1.21,62.75,687,10.63,Fall,Electronics,33,10
461.42,40.24,9,248.27,3.42,14.35,106.06,1369,73.14,Fall,Electronics,33,11
562.16,75.19,14,144.48,4.26,18.01,98.69,782,60.21,Winter,Electronics,33,12
458.63,40.15,9,196.03,4.04,11.3,107.75,1043,82.19,Winter,Electronics,33,13
373.81,31.63,8,154.81,3.03,27.54,92.29,1122,28.43,Spring,Electronics,33,14
406.75,23.71,5,215.1,4.24,11.43,99.55,587,57.02,Spring,Electronics,33,15
343.97,37.86,4,120.3,4.6,15.95,105.84,1379,46.79,Spring,Electronics,33,16
332.05,5.87,13,162.63,4.55,18.73,126.78,1316,72.21,Summer,Electronics,33,17
590.6,90.14,7,231.43,4.67,6.89,80.48,1398,38.61,Summer,Electronics,33,18
480.86,65.41,8,139.92,3.9,26.87,108.64,539,30.2,Winter,Electronics,34,1
297.51,25.87,12,123.43,4.43,16,112.8,2535,38.33,Winter,Electronics,34,2
342.09,71.37,7,58.8,4.33,7.83,96.04,1852,56.37,Spring,Electronics,34,3
279.07,21.82,10,96.22,4.04,10.55,93.72,908,38.66,Spring,Electronics,34,4
506.78,21.95,3,292.13,3.97,4.74,111.11,952,49.98,Spring,Electronics,34,5
241.62,14.49,8,110.07,3.28,16.01,93.99,1220,81.32,Summer,Electronics,34,6
555.09,53.35,14,241.05,4.6,3.88,79.17,1164,19.88,Summer,Electronics,34,7
564.52,51.05,8,275.75,4.25,7.56,102.2,1141,54.44,Summer,Electronics,34,8
469.7,26.67,7,209.92,4.43,5.89,107.21,549,74.8,Fall,Electronics,34,9
573.1,41.63,7,274.92,3.6,18.07,84.26,551,82.24,Fall,Electronics,34,10
607.98,28.44,7,321.2,4.34,0.41,105.13,283,43.98,Fall,Electronics,34,11
587.13,30.37,7,314.12,4.41,3.34,104.56,1662,34.18,Winter,Electronics,34,12
411.85,22.38,9,133.14,4.5,9.07,103.72,1017,93.55,Winter,Electronics,34,13
594.24,67.82,10,279.49,4.09,2.02,94.95,1204,33.21,Spring,Electronics,34,14
248.24,11.88,4,83.63,4.74,11.54,81.12,538,43.76,Spring,Electronics,34,15
238.98,6.47,6,94.14,3.24,14.9,108.71,1259,19.35,Spring,Electronics,34,16
335.07,61.39,7,66.1,4.14,9.14,70.44,644,54.86,Summer,Electronics,34,17
428.08,31.98,3,198.34,4.02,20.84,83.6,1265,19.57,Summer,Electronics,34,18
356.72,21.34,6,183.72,3.42,6.32,118.41,892,45.97,Winter,Electronics,35,1
866.27,75.92,9,456.43,3.88,19.45,101.97,722,18.26,Winter,Electronics,35,2
281.17,19.45,5,110.27,3.53,15.89,122.54,965,82.68,Spring,Electronics,35,3
465.22,25.11,6,201.43,4.81,9.2,102.18,984,54.88,Spring,Electronics,35,4
373.24,42.31,7,110.37,3.45,7.95,96.55,308,40.07,Spring,Electronics,35,5
513.11,69.62,6,177.94,4.58,1.66,84.12,1033,57.05,Summer,Electronics,35,6
195.02,26.33,6,46.04,4.54,11.22,101.76,1617,36.69,Summer,Electronics,35,7
351,23.99,11,151.87,4.77,14.06,107.86,675,58.62,Summer,Electronics,35,8
300.79,15.78,10,90.33,4.12,9.39,125.07,463,72.52,Fall,Electronics,35,9
467.62,34.36,9,191.96,4.88,8.15,104.51,1067,38.23,Fall,Electronics,35,10
